Entité;Catégorie;Entité_FR
building during the 12th-13th centuries;CONSTRUCTION_ACT;construction au XIIe-XIIIe siècles
campaign to provide better lighting in the 18th century;CONSTRUCTION_ACT;campagne d'amélioration de l'éclairage au XVIIIe siècle
capture of roof opening;CONSTRUCTION_ACT;prise de vue de l'ouverture du toit
climate reconstruction;CONSTRUCTION_ACT;reconstruction climatique
construction;CONSTRUCTION_ACT;construction
construction of a given monument;CONSTRUCTION_ACT;construction d'un monument donné
construction of the building;CONSTRUCTION_ACT;construction du bâtiment
Construction period;CONSTRUCTION_ACT;période de construction
construction phases;CONSTRUCTION_ACT;phases de construction
Construction practices;CONSTRUCTION_ACT;pratiques de construction
construction process;CONSTRUCTION_ACT;processus de construction
construction techniques;CONSTRUCTION_ACT;techniques de construction
dating of construction phases;CONSTRUCTION_ACT;datation des phases de construction
design;CONSTRUCTION_ACT;conception
design development;CONSTRUCTION_ACT;développement de la conception
dovetail notches assemblies;CONSTRUCTION_ACT;assemblages à rainures en queue d'aronde
edification;CONSTRUCTION_ACT;édification
elements of the work in progress;CONSTRUCTION_ACT;éléments de l'œuvre en cours
engraving;CONSTRUCTION_ACT;gravure
evolutionary design;CONSTRUCTION_ACT;conception évolutionnaire
extraction;CONSTRUCTION_ACT;extraction
formwork;CONSTRUCTION_ACT;coffrage
French traditional craft;CONSTRUCTION_ACT;artisanat traditionnel français
geometric construction;CONSTRUCTION_ACT;construction géométrique
High Gothic art;CONSTRUCTION_ACT;art gothique rayonnant
history of Gothic architecture;CONSTRUCTION_ACT;histoire de l'architecture gothique
implementation;CONSTRUCTION_ACT;mise en œuvre
inventory operations;CONSTRUCTION_ACT;opérations d'inventaire
joinery techniques;CONSTRUCTION_ACT;techniques de menuiserie
lead mixing;CONSTRUCTION_ACT;mélange de plomb
lead uses;CONSTRUCTION_ACT;utilisations du plomb
manufacturing;CONSTRUCTION_ACT;fabrication
masonry;CONSTRUCTION_ACT;maçonnerie
metal manufacturing and shaping;CONSTRUCTION_ACT;fabrication et façonnage des métaux
metallurgical operation;CONSTRUCTION_ACT;opération métallurgique
mitre cuts;CONSTRUCTION_ACT;coupes d'assemblage à l'angle
original construction;CONSTRUCTION_ACT;construction originale
production of new windows;CONSTRUCTION_ACT;fabrication de nouvelles fenêtres
raising;CONSTRUCTION_ACT;élévation
random claving;CONSTRUCTION_ACT;clavage aléatoire
restoration charts;CONSTRUCTION_ACT;plans de restauration
roofing;CONSTRUCTION_ACT;couverture
separation of lead sealings in the tribunes;CONSTRUCTION_ACT;séparation des joints en plomb dans les tribunes
stone cutting;CONSTRUCTION_ACT;taillage de pierre
strutting;CONSTRUCTION_ACT;mise en échafaudage
the first period: the elevation of the choir and the chevet;CONSTRUCTION_ACT;la première période : l’élévation du chœur et du chevet
Timber use;CONSTRUCTION_ACT;utilisation du bois
Tree felling;CONSTRUCTION_ACT;abattage d'arbres
Trunk deconstruction;CONSTRUCTION_ACT;démontage des troncs
wooden product manufacturing;CONSTRUCTION_ACT;fabrication de produits en bois
3D computer;DEVICE;ordinateur 3D
3D laser scanner;DEVICE;scanner laser 3D
3D laser;DEVICE;laser 3D
3D scanner;DEVICE;scanner 3D
3D viewer;DEVICE;visualiseur 3D
AccuPyc II 1340 Micromeritics® pycnometer;DEVICE;AccuPyc II 1340 Micromeritics® pycnometer
aerial work platform;DEVICE;nacelle élévatrice
APS-C sensor;DEVICE;capteur APS-C
artificial targets;DEVICE;cibles artificielles
Autopore IV Micromeritics®;DEVICE;Autopore IV Micromeritics®
bar code;DEVICE;code-barres
binocular lens;DEVICE;lentille binoculaire
binoculars;DEVICE;jumelles
blast furnaces;DEVICE;hauts-fourneaux
Bloomery furnaces;DEVICE;fourneaux à bloom
Brads;DEVICE;clous fins
Bruker® D8 Advance X-ray diffractometer;DEVICE;diffractomètre X Bruker® D8 Advance
cable cam;DEVICE;caméra câblée
cable cams;DEVICE;caméras câblées
calculators;DEVICE;calculateurs
camera settings;DEVICE;paramètres de la caméra
cameras;DEVICE;caméras
carbon rod;DEVICE;tige en carbone
claw chisel;DEVICE;ciseau à griffes
compact camera Sony RX100 Mk1;DEVICE;appareil photo compact Sony RX100 Mk1
compass;DEVICE;boussole
computers;DEVICE;ordinateurs
depth gauge;DEVICE;sonde de profondeur
device;DEVICE;dispositif
Digiprep SCP;DEVICE;Digiprep SCP
digital devices;DEVICE;appareils numériques
digital tablet;DEVICE;tablette numérique
drone;DEVICE;drone
drones;DEVICE;drones
DSLR Nikon D200;DEVICE;appareil photo reflex numérique Nikon D200
ECHoMICADAS;DEVICE;ECHoMICADAS
elemental analyzer (TC-EA);DEVICE;analyseur élémentaire (TC-EA)
Energy-Dispersive Spectrometer;DEVICE;spectromètre à dispersion d'énergie
Energy-Dispersive Spectrometer (Bruker®);DEVICE;spectromètre à dispersion d'énergie (Bruker®)
equipment;DEVICE;équipement
facing hammer;DEVICE;marteau de façade
Faro focus 3D;DEVICE;scanner 3D Faro Focus
FEI® Quanta 650 FEG scanning electron microscope;DEVICE;microscope électronique à balayage FEI® Quanta 650 FEG
fisheye;DEVICE;objectif grand angle (fisheye)
Geophysical means of detection;DEVICE;moyens de détection géophysiques
gloves;DEVICE;gants
hanging rope;DEVICE;corde suspendue
helmets;DEVICE;casques
Hilti® DD30-W core drill;DEVICE;foreuse à noyau Hilti® DD30-W
HistoPad (touch tablet);DEVICE;HistoPad (tablet tactile)
Huma-Num Box server;DEVICE;serveur Huma-Num Box
instruments;DEVICE;instruments
ion beam;DEVICE;faisceau d'ions
laboratory furnace;DEVICE;four de laboratoire
laptop;DEVICE;ordinateur portable
laser ablation device;DEVICE;dispositif d'ablation laser
laser scanner;DEVICE;scanner laser
Laser scanners;DEVICE;scanners laser
laser;DEVICE;laser
LCD screen;DEVICE;écran LCD
Leica BLK360;DEVICE;Leica BLK360
Leica P20;DEVICE;Leica P20
Leica P20 scanner;DEVICE;scanner Leica P20
Lidar;DEVICE;LIDAR
LIDAR;DEVICE;LIDAR
Light airplane;DEVICE;avion léger
mass spectrometer;DEVICE;spectromètre de masse
mass spectrometer (IRMS, IsoPrime);DEVICE;spectromètre de masse (IRMS, IsoPrime)
mechanical trigger;DEVICE;déclencheur mécanique
mobile scaffolding;DEVICE;échafaudage mobile
molds;DEVICE;moulages
mortar air-meter;DEVICE;mètre d'air pour le mortier
nailed label;DEVICE;étiquette clouée
Nails;DEVICE;clous
NIRS tools;DEVICE;outils NIRS
optic;DEVICE;optique
optical sensor;DEVICE;capteur optique
pallets;DEVICE;palettes
Pegs;DEVICE;chevilles
petrographic microscope (Olympus® BX40);DEVICE;microscope pétrographique (Olympus® BX40)
photogrammetric recording system;DEVICE;système de relevé photogrammétrique
pins;DEVICE;épingles
pivoting head carbon rod;DEVICE;tige en carbone à tête pivotante
police cordon;DEVICE;rubalise de police
portable Konica Minolta® CM600d;DEVICE;spectrophotomètre portable Konica Minolta® CM600d
protective nets container;DEVICE;conteneur de filets protecteurs
QR code;DEVICE;code QR
racks;DEVICE;étagères
rails;DEVICE;rails
reality capture sensors;DEVICE;capteurs de captation de la réalité
remote-controlled buckets;DEVICE;godets à commande à distance
remote-controlled machine;DEVICE;machine à commande à distance
remotely operated machinery;DEVICE;machines opérées à distance
restorers' tools;DEVICE;outils des restaurateurs
ring mill;DEVICE;moulin annulaire
robotic equipment;DEVICE;équipement robotique
robotic nacelle;DEVICE;nacelle robotique
Rods;DEVICE;tiges
RONIN gimbal;DEVICE;gimbal RONIN
safety boots;DEVICE;bottes de sécurité
safety net;DEVICE;filet de sécurité
safety netting;DEVICE;filets de sécurité
satellite;DEVICE;satellite
scaffolding;DEVICE;échafaudage
scaffoldings;DEVICE;échafaudages
Scanning Electron Microscope (SEM);DEVICE;microscope électronique à balayage (MEB)
scanning electron microscope;DEVICE;microscope électronique à balayage
sealed bags;DEVICE;sealed bags
sealing pins;DEVICE;épingles de scellement
SEM;DEVICE;MEB
Setaram® 92-16.18 device;DEVICE;appareil Setaram® 92-16.18
shaking table (EN 1015-3);DEVICE;table vibrante (EN 1015-3)
Small rods;DEVICE;petits tiges
soft brush;DEVICE;brosse douce
SONY RX0 Mk2 compact cameras;DEVICE;caméras compactes SONY RX0 Mk2
sorting table;DEVICE;table de tri
staples;DEVICE;agrafes
Steel blade;DEVICE;lame d'acier
straight blade tools;DEVICE;outils à lame droite
suction devices;DEVICE;appareils de succion
technical equipment;DEVICE;équipement technique
Thermo Fisher Scientific Element XR ICP-MS system;DEVICE;système Thermo Fisher Scientific Element XR ICP-MS
Thermo Scientific TM iCAPTM TQ ICP-MS;DEVICE;ICP-MS Thermo Scientific TM iCAPTM TQ
tools;DEVICE;outils
toothed cutting axes;DEVICE;haches de coupe dentelées
tooth-head hammer blade;DEVICE;lame de marteau à tête dentée
vernier calliper;DEVICE;pied à coulisse
Vibraphone;DEVICE;vibraphone
virtual reality headsets;DEVICE;casques de réalité virtuelle
wheels;DEVICE;roues
X-ray tube (CuKα1 =1.54056 Å);DEVICE;tube à rayons X (CuKα1 = 1,54056 Å)
2.5D DSM plots exclusion;DIGITAL_TECH;exclusion des tracés DSM 2,5D
2.5D representations integration;DIGITAL_TECH;intégration des représentations 2,5D
2D data;DIGITAL_TECH;données 2D
2D geometry continuum damage model;DIGITAL_TECH;2D geometry continuum damage model
2D images;DIGITAL_TECH;images 2D
2D-to-2D photogrammetric fusion;DIGITAL_TECH;fusion photogrammétrique 2D-2D
2D-to-2D photogrammetric fusion;DIGITAL_TECH;fusion photogrammétrique 2D-2D
360° panoramic views;DIGITAL_TECH;vues panoramiques 360°
3D based fusion;DIGITAL_TECH;fusion basée sur la 3D
3D coordinates;DIGITAL_TECH;coordonnées 3D
3D data;DIGITAL_TECH;données 3D
3D data visualization;DIGITAL_TECH;visualisation de données 3D
3D description;DIGITAL_TECH;description 3D
3D digitisation;DIGITAL_TECH;numérisation 3D
3D for humanities;DIGITAL_TECH;3D pour les sciences humaines
3D for humanities software;DIGITAL_TECH;logiciel 3D pour les sciences humaines
3D geometrical models;DIGITAL_TECH;modèles géométriques 3D
3D Heritage Online Presenter;DIGITAL_TECH;Présentateur en ligne du patrimoine 3D
3D images;DIGITAL_TECH;images 3D
3D lasergrammetric point clouds;DIGITAL_TECH;nuages de points lasergrammétriques 3D
3D model anastylosis;DIGITAL_TECH;anastilose de modèle 3D
3D modeling;DIGITAL_TECH;modélisation 3D
3D modelling;DIGITAL_TECH;modélisation 3D
3D models;DIGITAL_TECH;modèles 3D
3D numbering;DIGITAL_TECH;numérotation 3D
3D point cloud;DIGITAL_TECH;nuage de points 3D
3D point clouds;DIGITAL_TECH;nuages de points 3D
3D printing;DIGITAL_TECH;impression 3D
3D reconstructions;DIGITAL_TECH;reconstitutions 3D
3D scanning;DIGITAL_TECH;scanning 3D
3D spatial representation;DIGITAL_TECH;représentation spatiale 3D
3D-based cultural content;DIGITAL_TECH;contenu culturel basé sur la 3D
3DHOP;DIGITAL_TECH;3DHOP
4D acquisition;DIGITAL_TECH;acquisition 4D
Access Protocol (LDAP);DIGITAL_TECH;protocole d'accès (LDAP)
accessibility of data for different users;DIGITAL_TECH;accessibilité des données pour différents utilisateurs
advantages and limitations of BBM and CHM models;DIGITAL_TECH;avantages et limites des modèles BBM et CHM
AEC software;DIGITAL_TECH;logiciels AEC
aggregating and enhancing data;DIGITAL_TECH;agrégation et amélioration des données
Agrovoc;DIGITAL_TECH;Agrovoc
Aioli;DIGITAL_TECH;Aioli
Aioli platform;DIGITAL_TECH;plateforme Aioli
algorithm testing;DIGITAL_TECH;tests d'algorithmes
alignment between point clouds;DIGITAL_TECH;alignement entre nuages de points
alignment development;DIGITAL_TECH;développement d'alignement
alteration phenomena;DIGITAL_TECH;phénomènes d'altération
annotated surveys;DIGITAL_TECH;levés annotés
application;DIGITAL_TECH;application
ArcheoGrid;DIGITAL_TECH;ArcheoGrid
ArchéoGRID online database;DIGITAL_TECH;base de données en ligne ArchéoGRID
ArchéoGRID online inventory;DIGITAL_TECH;inventaire en ligne ArchéoGRID
architectural scenes thumbnails;DIGITAL_TECH;miniatures de scènes architecturales
Archival Resource Key;DIGITAL_TECH;clé de ressource archivistique
ARK;DIGITAL_TECH;ARK
attribute data;DIGITAL_TECH;données d'attribut
augmented urban walks;DIGITAL_TECH;promenades urbaines augmentées
Autodesk Maya©;DIGITAL_TECH;Autodesk Maya©
automatic classification;DIGITAL_TECH;classification automatique
Automatic term completion;DIGITAL_TECH;complétion automatique des termes
automatic white balance;DIGITAL_TECH;balance des blancs automatique
autonomous system digital platform;DIGITAL_TECH;plateforme numérique de système autonome
availability of raw data;DIGITAL_TECH;disponibilité des données brutes
BIM;DIGITAL_TECH;BIM
BIM environments;DIGITAL_TECH;environnements BIM
BIM models;DIGITAL_TECH;modèles BIM
b-splines;DIGITAL_TECH;b-splines
bundle-adjustment refinement;DIGITAL_TECH;affinement par ajustement de bundle
C3DC;DIGITAL_TECH;C3DC
CAD software;DIGITAL_TECH;logiciel de CAO
calculation tool;DIGITAL_TECH;outil de calcul
Campari;DIGITAL_TECH;Campari
Cast3M;DIGITAL_TECH;Cast3M
cataloguing;DIGITAL_TECH;catalogage
cathedral-scale data corpus;DIGITAL_TECH;corpus de données à l'échelle d'une cathédrale
CATT-Acoustic;DIGITAL_TECH;CATT-Acoustique
CATT-Acoustic (v9.1f, TUCT v2.0e);DIGITAL_TECH;CATT-Acoustique (v9.1f, TUCT v2.0e)
C-dendro program;DIGITAL_TECH;programme C-dendro
central repository;DIGITAL_TECH;dépôt central
CIDOC CRM;DIGITAL_TECH;CIDOC CRM
circle fitting;DIGITAL_TECH;ajustement de cercle
classification;DIGITAL_TECH;classification
cloud registration;DIGITAL_TECH;enregistrement de nuage de points
CloudCompare;DIGITAL_TECH;CloudCompare
collaborative indexing;DIGITAL_TECH;indexation collaborative
collaborative portal;DIGITAL_TECH;portail collaboratif
collaborative space;DIGITAL_TECH;espace collaboratif
collaborative toolkit;DIGITAL_TECH;boîte à outils collaborative
collection processing;DIGITAL_TECH;traitement de collection
colour gradient detection systems;DIGITAL_TECH;systèmes de détection de gradients de couleur
combining digital representation with evolving knowledge;DIGITAL_TECH;combinaison de représentation numérique avec connaissances évolutives
computational resources;DIGITAL_TECH;ressources informatiques
computer record;DIGITAL_TECH;enregistrement informatique
Computer-aided Building conception;DIGITAL_TECH;conception assistée par ordinateur de bâtiments
conceptual modelling techniques;DIGITAL_TECH;techniques de modélisation conceptuelle
conservation data;DIGITAL_TECH;données de conservation
content indexing;DIGITAL_TECH;indexation du contenu
contour plots generation;DIGITAL_TECH;génération de cartes de contours
control and validation of the 3D registration;DIGITAL_TECH;contrôle et validation de l'enregistrement 3D
controlled lexicons APIs;DIGITAL_TECH;APIs de lexiques contrôlés
controlled vocabularies;DIGITAL_TECH;vocabulaires contrôlés
Controlled Vocabulary;DIGITAL_TECH;Vocabulaire Contrôlé
controlled vocabulary development;DIGITAL_TECH;développement de vocabulaire contrôlé
controlled vocabulary work;DIGITAL_TECH;travail de vocabulaire contrôlé
conventional photogrammetric methods;DIGITAL_TECH;méthodes photogrammétriques conventionnelles
conversion of signal intensities into quantitative results;DIGITAL_TECH;conversion des intensités de signal en résultats quantitatifs
co-registration issue;DIGITAL_TECH;problème de co-référencement
correlation engine;DIGITAL_TECH;moteur de corrélation
creation of digital platform for centralisation and preservation of scientific data;DIGITAL_TECH;création d'une plateforme numérique pour la centralisation et la préservation des données scientifiques
data acquisition protocol;DIGITAL_TECH;protocole d'acquisition de données
data archiving;DIGITAL_TECH;archivage de données
data collection and processing;DIGITAL_TECH;collecte et traitement de données
data curation processes;DIGITAL_TECH;processus de gestion de données
data flow;DIGITAL_TECH;flux de données
data fusion;DIGITAL_TECH;fusion de données
data fusion methodologies;DIGITAL_TECH;méthodologies de fusion de données
data gathering;DIGITAL_TECH;rassemblement de données
data ingestion;DIGITAL_TECH;ingestion de données
data integration;DIGITAL_TECH;intégration des données
data package;DIGITAL_TECH;paquet de données
data processing;DIGITAL_TECH;traitement des données
data production;DIGITAL_TECH;production de données
data recording;DIGITAL_TECH;enregistrement des données
data sharing;DIGITAL_TECH;partage des données
data storage;DIGITAL_TECH;stockage des données
data structuring;DIGITAL_TECH;structuration des données
data traceability;DIGITAL_TECH;traçabilité des données
database;DIGITAL_TECH;base de données
databases;DIGITAL_TECH;bases de données
dataset expansion and integration;DIGITAL_TECH;élargissement et intégration des jeux de données
datasets generation;DIGITAL_TECH;génération des jeux de données
datasets;DIGITAL_TECH;jeux de données
debris modeling;DIGITAL_TECH;modélisation des débris
deep mapping;DIGITAL_TECH;cartographie profonde
Dendronet;DIGITAL_TECH;Dendronet
dense cloud generation;DIGITAL_TECH;génération de nuage dense
densification levels optimization;DIGITAL_TECH;optimisation des niveaux de densification
derivation of dense matching result;DIGITAL_TECH;déduction du résultat de la correspondance dense
detailed 3D;DIGITAL_TECH;représentation détaillée 3D
development of hybrid computational method;DIGITAL_TECH;développement de méthode hybride de calcul
diachronic tool;DIGITAL_TECH;outil diachronique
DiffractEVA® software;DIGITAL_TECH;logiciel DiffractEVA®
digital copies;DIGITAL_TECH;copies numériques
digital data;DIGITAL_TECH;données numériques
digital documentation;DIGITAL_TECH;documentation numérique
digital ecosystem;DIGITAL_TECH;écosystème numérique
digital framework;DIGITAL_TECH;cadre numérique
digital heritage studies;DIGITAL_TECH;études du patrimoine numérique
digital humanities;DIGITAL_TECH;humanités numériques
digital image;DIGITAL_TECH;image numérique
digital media;DIGITAL_TECH;médias numériques
digital mobilization;DIGITAL_TECH;mobilisation numérique
digital model;DIGITAL_TECH;modèle numérique
digital models;DIGITAL_TECH;modèles numériques
digital mosaic;DIGITAL_TECH;mosaïque numérique
digital objects;DIGITAL_TECH;objets numériques
digital platform;DIGITAL_TECH;plateforme numérique
digital preservation;DIGITAL_TECH;conservation numérique
digital record;DIGITAL_TECH;enregistrement numérique
digital recording thesaurus;DIGITAL_TECH;thésaurus d'enregistrement numérique
digital recording visual information;DIGITAL_TECH;enregistrement visuel numérique
digital replica;DIGITAL_TECH;réplique numérique
digital representation;DIGITAL_TECH;représentation numérique
digital restitution;DIGITAL_TECH;restauration numérique
digital semantics;DIGITAL_TECH;sémantique numérique
digital spread of emotions;DIGITAL_TECH;diffusion numérique des émotions
digital steps;DIGITAL_TECH;étapes numériques
